MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL3545115	Abl-001	Small molecule					Tyrosine-protein kinase ABL inhibitor	ABL001 binds to a pocket on the BCR-ABL kinase domain that is normally occupied by the myristoylated N-terminus of ABL1 ("ABL001, a potent allosteric inhibitor of BCR-ABL, prevents emergence of resistant disease when administered in combination with nilotinib in an in vivo murine model of chronic myeloid leukemia". Blood. 2014;124(21) [abstract 398])		CHEMBL1862	Tyrosine-protein kinase ABL	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.bloodjournal.org/content/124/21/398?sso-checked=true, URL:http://www.bloodjournal.org/content/124/21/398?sso-checked=true|Name:Other, SrcID:http://www.novartisoncology.com/ct/pipelineDetails?compound=ABL001&diseaseAcr=CML, URL:http://www.novartisoncology.com/ct/pipelineDetails?compound=ABL001&diseaseAcr=CML	
CHEMBL3545365	Altiratinib	Small molecule				-tinib	Hepatocyte growth factor receptor inhibitor			CHEMBL3717	Hepatocyte growth factor receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.deciphera.com/pipeline, URL:http://www.deciphera.com/pipeline|Name:PubMed, SrcID:26285778, URL:http://europepmc.org/abstract/MED/26285778	Fc1ccc(NC(=O)C2(CC2)C(=O)Nc3cc(F)c(Oc4ccnc(NC(=O)C5CC5)c4)cc3F)cc1
CHEMBL3545251	Sulfatinib	Small molecule				sulfa-; -tinib	Vascular endothelial growth factor receptor inhibitor			CHEMBL2095227	Vascular endothelial growth factor receptor	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:Other, SrcID:http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=760894, URL:http://www.cancer.gov/publications/dictionaries/cancer-drug?cdrid=760894|Name:Other, SrcID:http://www.hmplglobal.com/en/sulfatinib/, URL:http://www.hmplglobal.com/en/sulfatinib/|Name:ClinicalTrials, SrcID:NCT02133157, URL:https://www.clinicaltrials.gov/ct2/show/NCT02133157	
CHEMBL3545133	Jnj-26483327	Small molecule					Tyrosine-protein kinase YES inhibitor	Multi-targeted tyrosine kinase inhibitor		CHEMBL2073	Tyrosine-protein kinase YES	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1016/S1359-6349(10)71870-X, URL:http://www.sciencedirect.com/science/article/pii/S135963491071870X|Name:PubMed, SrcID:20823884, URL:http://europepmc.org/abstract/MED/20823884	
CHEMBL3545319	Jnj-40346527	Small molecule					Macrophage colony stimulating factor receptor inhibitor			CHEMBL1844	Macrophage colony stimulating factor receptor	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:26233509, URL:http://europepmc.org/abstract/MED/26233509	
CHEMBL3545194	Lgh-447	Small molecule					Serine/threonine-protein kinase PIM inhibitor			CHEMBL3559682	Serine/threonine-protein kinase PIM	INHIBITOR	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:26505898, URL:http://europepmc.org/abstract/MED/26505898|Name:Other, SrcID:http://www.novartisoncology.com/ct/pipelineDetails?compound=PIM447&diseaseAcr=AML, URL:http://www.novartisoncology.com/ct/pipelineDetails?compound=PIM447&diseaseAcr=AML	
CHEMBL3545380	Irbinitinib	Small molecule				-tinib	Receptor protein-tyrosine kinase erbB-2 inhibitor			CHEMBL1824	Receptor protein-tyrosine kinase erbB-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.oncothyreon.com/product_pipeline/ont-380.html, URL:http://www.oncothyreon.com/product_pipeline/ont-380.html|Name:Other, SrcID:http://www.arraybiopharma.com/product-pipeline/other-compounds/arry-380-ont-380/, URL:http://www.arraybiopharma.com/product-pipeline/other-compounds/arry-380-ont-380/	
CHEMBL1614725	Tak-285	Small molecule					Epidermal growth factor receptor erbB1 inhibitor			CHEMBL203	Epidermal growth factor receptor erbB1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1016/S1359-6349(08)72245-6, URL:http://www.sciencedirect.com/science/article/pii/S1359634908722456|Name:PubMed, SrcID:22003817, URL:http://europepmc.org/abstract/MED/22003817	CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12
CHEMBL3544935	Xl-418	Small molecule					Ribosomal protein S6 kinase (P70S6K) inhibitor			CHEMBL2111330	Ribosomal protein S6 kinase (P70S6K)	INHIBITOR	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:13891463, URL:http://europepmc.org/abstract/MED/13891463|Name:ClinicalTrials, SrcID:NCT00460278, URL:https://www.clinicaltrials.gov/ct2/show/NCT00460278	
CHEMBL254760	Mgcd-265	Small molecule					Tyrosine-protein kinase TIE-2 inhibitor			CHEMBL4128	Tyrosine-protein kinase TIE-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://meetinglibrary.asco.org/content/96526-114, URL:http://meetinglibrary.asco.org/content/96526-114|Name:PubMed, SrcID:25806189, URL:http://europepmc.org/abstract/MED/25806189	Cn1cnc(c1)c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccccc5)cc4F)c3s2
CHEMBL574737	(7s)-Hydroxyl-Staurosporine	Small molecule					Serine/threonine-protein kinase Chk1 inhibitor			CHEMBL4630	Serine/threonine-protein kinase Chk1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7907, URL:http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7907|Name:PubMed, SrcID:12892559, URL:http://europepmc.org/abstract/MED/12892559|Name:PubMed, SrcID:19568282, URL:http://europepmc.org/abstract/MED/19568282	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6[C@H](O)NC(=O)c6c7c8ccccc8n2c7c35
CHEMBL345237	Piclozotan	Small molecule				-zotan	Serotonin 1a (5-HT1a) receptor agonist	Not in current pipelines.		CHEMBL214	Serotonin 1a (5-HT1a) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16290165, URL:http://europepmc.org/abstract/MED/16290165|Name:PubMed, SrcID:11229779, URL:http://europepmc.org/abstract/MED/11229779	ClC1=COc2ccccc2C(=O)N1CCCCN3CCC(=CC3)c4ccccn4
CHEMBL279260	Rafabegron	Small molecule				-begron	Beta-3 adrenergic receptor agonist	Discontinueddue to lack of efficacy (http://business.highbeam.com/436989/article-1G1-108457473/rafabegron-dainippon-takeda-Discontinuedeurope-usa)		CHEMBL246	Beta-3 adrenergic receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15684518, URL:http://europepmc.org/abstract/MED/15684518	C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c3cccc(Cl)c3
CHEMBL3301622	Gilteritinib	Small molecule				-tinib	Tyrosine-protein kinase receptor FLT3 inhibitor			CHEMBL1974	Tyrosine-protein kinase receptor FLT3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:2073104, URL:http://europepmc.org/abstract/MED/2073104|Name:PubMed, SrcID:26555154, URL:http://europepmc.org/abstract/MED/26555154|Name:Other, SrcID:http://meetinglibrary.asco.org/content/131170-144, URL:http://meetinglibrary.asco.org/content/131170-144	CCc1nc(C(=O)N)c(Nc2ccc(N3CCC(CC3)N4CCN(C)CC4)c(OC)c2)nc1NC5CCOCC5
CHEMBL592054	Imiglitazar	Small molecule				-glitazar	Peroxisome proliferator-activated receptor alpha agonist	Development discontinued after Ph3 in 2005 due to abnormalities in liver enzyme tests (http://www.firstwordpharma.com/node/218757#axzz3OLRFCbFS3).		CHEMBL239	Peroxisome proliferator-activated receptor alpha	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:15219816, URL:http://europepmc.org/abstract/MED/15219816|Name:PubMed, SrcID:17884441, URL:http://europepmc.org/abstract/MED/17884441|Name:PubMed, SrcID:23721199, URL:http://europepmc.org/abstract/MED/23721199	Cc1oc(nc1COc2ccc(CO\N=C(/CCC(=O)O)\c3ccccc3)cc2)c4ccccc4
CHEMBL1762621	Bardoxolone Methyl	Small molecule				-olone	Inhibitor of nuclear factor kappa B kinase beta subunit inhibitor	Ph3 study terminated, safety and efficacy to be re-evaluated in new Ph2 study in 2014/2015. Activates KEAP1-Nrf2 pathway (http://en.wikipedia.org/wiki/Bardoxolone_methyl, http://www.kyowa-kirin.com/news_releases/2014/e20140702_01.html)		CHEMBL1991	Inhibitor of nuclear factor kappa B kinase beta subunit	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16998237, URL:http://europepmc.org/abstract/MED/16998237|Name:PubMed, SrcID:3542979, URL:http://europepmc.org/abstract/MED/3542979	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]3C(=O)C=C4[C@@](C)(CC[C@H]5C(C)(C)C(=O)C(=C[C@]45C)C#N)[C@]3(C)CC2
CHEMBL266510	Flindokalner	Small molecule				-kalner	Calcium-activated potassium channel subunit alpha-1 opener	Indication: Stroke		CHEMBL4304	Calcium-activated potassium channel subunit alpha-1	OPENER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11323525, URL:http://europepmc.org/abstract/MED/11323525|Name:PubMed, SrcID:12481191, URL:http://europepmc.org/abstract/MED/12481191	COc1ccc(Cl)cc1[C@]2(F)C(=O)Nc3cc(ccc23)C(F)(F)F
CHEMBL2108658	Tremelimumab	Antibody				-mab	Cytotoxic T-lymphocyte protein 4 inhibitor	Blocks the binding of the antigen-presenting cell ligands B7.1 and B7.2 to CTLA-4, resulting in inhibition of B7-CTLA-4-mediated downregulation of T-cell activation.		CHEMBL2364164	Cytotoxic T-lymphocyte protein 4	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:27042127, URL:http://europepmc.org/abstract/MED/27042127|Name:PubMed, SrcID:22437870, URL:http://europepmc.org/abstract/MED/22437870	
CHEMBL1908845	Idraparinux	Oligosaccharide				-parinux	Coagulation factor X inhibitor			CHEMBL244	Coagulation factor X	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:14717965, URL:http://europepmc.org/abstract/MED/14717965	CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)C(=O)O)[C@H](OS(=O)(=O)O)[C@H]3OS(=O)(=O)O)[C@H](OC)[C@H]2OC)C(=O)O)[C@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O
CHEMBL315985	Eslicarbazepine	Small molecule		N03AF04	N03AF04 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Carboxamide derivatives]	-pin(e)	Sodium channel alpha subunit blocker			CHEMBL2331043	Sodium channel alpha subunit	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:24225327, URL:http://europepmc.org/abstract/MED/24225327|Name:PubMed, SrcID:12952496, URL:http://europepmc.org/abstract/MED/12952496	NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13
CHEMBL444929	Squalamine	Small molecule					Sodium/hydrogen exchanger 3 inhibitor	Anti-angiogenic amino sterol		CHEMBL3273	Sodium/hydrogen exchanger 3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:9886929, URL:http://europepmc.org/abstract/MED/9886929|Name:PubMed, SrcID:19668729, URL:http://europepmc.org/abstract/MED/19668729	CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(=O)(=O)O
CHEMBL3707446	Rivipansel	Small molecule				-pansel	Selectin E antagonist		E-selectin IC50 = 4.3uM, P-selectin IC50 = 423uM and L-selectin IC50 = 337uM	CHEMBL3890	Selectin E	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:26117840, URL:http://europepmc.org/abstract/MED/26117840	C[C@@H]1O[C@@H](O[C@@H]2[C@H](C[C@H](C[C@H]2O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC4CCCCC4)C(=O)O)[C@H]3OC(=O)c5ccccc5)C(=O)NCCNC(=O)COCCOCC(=O)Nc6cc(cc7cc(cc(c67)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C8=CC(=O)NC(=O)N8)[C@@H](O)[C@H](O)[C@@H]1O
CHEMBL3833344	Mm-302	Antibody					Receptor protein-tyrosine kinase erbB-2 binding agent	Upon binding of the antibody to receptor protein-tyrosine kinase ERBB2, the immunoliposome allows for specific delivery of doxorubicin to tumors overexpressing the ERBB2 receptor.		CHEMBL1824	Receptor protein-tyrosine kinase erbB-2	BINDING AGENT	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:26162690, URL:http://europepmc.org/abstract/MED/26162690|Name:PubMed, SrcID:27259714, URL:http://europepmc.org/abstract/MED/27259714	
CHEMBL2108266	Cedelizumab	Antibody				-mab	T-cell surface antigen CD4 inhibitor	It causes consistent blockade of cell-surface CD4 molecules on T lymphocytes blocking the activation of T lymphocytes (no depletion of T cells). Regulation of the immune response.		CHEMBL2754	T-cell surface antigen CD4	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1159/isbn.978-3-318-00490-8, URL:https://www.karger.com/Book/Home/223663|Name:ISBN, SrcID:978-3-662-22195-2, URL:http://www.springer.com/gb/book/9783662221976|Name:PubMed, SrcID:9489810, URL:http://europepmc.org/abstract/MED/9489810|Name:PubMed, SrcID:11004613, URL:http://europepmc.org/abstract/MED/11004613	
CHEMBL3833373	Avelumab	Antibody	2017			-mab	Programmed cell death 1 ligand 1 other	Avelumab binds to PD-L1 and prevents the interaction of PD-L1 with its receptor programmed cell death protein 1 (PD-1). This inhibits the activation of PD-1 and its downstream signalling pathways. This results in the activation of cytotoxic T-lymphocytes (CTLs) targeted to PD-L1-overexpressing tumor cells. In addition, avelumab induces an antibody-dependent cellular cytotoxic (ADCC) response against PD-L1-expressing tumor cells.		CHEMBL3580522	Programmed cell death 1 ligand 1	OTHER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:28214087, URL:http://europepmc.org/abstract/MED/28214087|Name:PubMed, SrcID:28239472, URL:http://europepmc.org/abstract/MED/28239472	
CHEMBL2109271	Mdx-210	Antibody					Receptor protein-tyrosine kinase erbB-2 other	Immunostimulant. Induces antibody dependent cellular phagocytosis (ADCP) and antibody-dependent cell-mediated cytotoxicity (ADCC).		CHEMBL1824	Receptor protein-tyrosine kinase erbB-2	OTHER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10369066, URL:http://europepmc.org/abstract/MED/10369066	
CHEMBL1201528	Vasopressin Tannate	Protein	1982			-pressin	Vasopressin V2 receptor agonist			CHEMBL1790	Vasopressin V2 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:IUPHAR, SrcID:2168, URL:http://www.iuphar-db.org/DATABASE/LigandDisplayForward?tab=biology&ligandId=2168|Name:DailyMed, SrcID:archiveid=190251, URL:http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=190251|Name:DailyMed, SrcID:setid=1b316ff5-b7f8-4509-acc4-fd263d0a1703, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b316ff5-b7f8-4509-acc4-fd263d0a1703	
CHEMBL525610	Teriparatide	Protein	2002	H05AA02	H05AA02 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CALCIUM HOMEOSTASIS: PARATHYROID HORMONES AND ANALOGUES: Parathyroid hormones and analogues]	-tide	Parathyroid hormone receptor agonist	It's a recombinant protein of the parathyroid hormone for the treatment of postmenopausal women with osteoporosis		CHEMBL1793	Parathyroid hormone receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=aae667c5-381f-4f92-93df-2ed6158d07b0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=aae667c5-381f-4f92-93df-2ed6158d07b0	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H](N)CO)C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc5cnc[nH]5)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)O
CHEMBL838	Benazepril	Small molecule	1991	C09AA07	C09AA07 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ACE INHIBITORS, PLAIN: ACE inhibitors, plain]	-pril	Angiotensin-converting enzyme inhibitor			CHEMBL1808	Angiotensin-converting enzyme	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=2abb091b-a53e-46b0-9b84-e5ee8f2bdd8e, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2abb091b-a53e-46b0-9b84-e5ee8f2bdd8e	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CCc3ccccc3N(CC(=O)O)C2=O
CHEMBL554	Lapatinib	Small molecule	2007	L01XE07	L01XE07 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-tinib	Receptor protein-tyrosine kinase erbB-2 inhibitor			CHEMBL1824	Receptor protein-tyrosine kinase erbB-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=63319b01-cad6-4d0a-c39b-938fa951a808#section-13	CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2
CHEMBL1532	Quinethazone	Small molecule	1963	C03BA02	C03BA02 [CARDIOVASCULAR SYSTEM: DIURETICS: LOW-CEILING DIURETICS, EXCL. THIAZIDES: Sulfonamides, plain]		Thiazide-sensitive sodium-chloride cotransporter inhibitor			CHEMBL1876	Thiazide-sensitive sodium-chloride cotransporter	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1056/NEJMra0907219, URL:http://www.nejm.org/doi/full/10.1056/NEJMra0907219	CCC1NC(=O)c2cc(c(Cl)cc2N1)S(=O)(=O)N
CHEMBL46	Ondansetron	Small molecule	1991	A04AA01	A04AA01 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Serotonin (5HT3) antagonists]	-setron	Serotonin 3a (5-HT3a) receptor antagonist		Selective	CHEMBL1899	Serotonin 3a (5-HT3a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=bb4bc810-db26-471b-9ce7-6e2fb3018af0, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bb4bc810-db26-471b-9ce7-6e2fb3018af0	Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C
CHEMBL2364968	Ergoloid	Small molecule	1953				Serotonin 1a (5-HT1a) receptor agonist			CHEMBL214	Serotonin 1a (5-HT1a) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:2869188, URL:http://europepmc.org/abstract/MED/2869188|Name:ISBN, SrcID:0443-059748 PP.167, URL:http://www.isbnsearch.org/isbn/0443059748	CCC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](Cc5c[nH]c6cccc4c56)N(C)C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C.CC(C)C[C@@H]8N9C(=O)[C@](NC(=O)[C@@H]%10C[C@H]%11[C@@H](Cc%12c[nH]c%13cccc%11c%12%13)N(C)C%10)(O[C@@]9(O)[C@@H]%14CCCN%14C8=O)C(C)C.CC(C)[C@@H]%15N%16C(=O)[C@](NC(=O)[C@@H]%17C[C@H]%18[C@@H](Cc%19c[nH]c%20cccc%18c%19%20)N(C)C%17)(O[C@@]%16(O)[C@@H]%21CCCN%21C%15=O)C(C)C.CC(C)[C@@]%22(NC(=O)[C@@H]%23C[C@H]%24[C@@H](Cc%25c[nH]c%26cccc%24c%25%26)N(C)C%23)O[C@@]%27(O)[C@@H]%28CCCN%28C(=O)[C@H](Cc%29ccccc%29)N%27C%22=O
CHEMBL1201611	Insulin Lispro Protamine Recombinant	Protein	1999				Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=c8ecbd7a-0e22-4fc7-a503-faa58c1b6f3f, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c8ecbd7a-0e22-4fc7-a503-faa58c1b6f3f	
CHEMBL1423	Pimozide	Small molecule	1984	N05AG02	N05AG02 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Diphenylbutylpiperidine derivatives]		Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=fd9729c3-545f-4d34-9bc7-72b61e028fc4#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd9729c3-545f-4d34-9bc7-72b61e028fc4#nlm34090-1|Name:Wikipedia, SrcID:Pimozide, URL:http://en.wikipedia.org/wiki/Pimozide|Name:ISBN, SrcID:0443-059748 PP. 542, URL:http://www.isbnsearch.org/isbn/0443059748	Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5
CHEMBL1756	Estramustine Phosphate	Small molecule	1981			estr-; -mustine	Estrogen receptor beta	Estrogen replacement therapy for prostate cancer		CHEMBL242	Estrogen receptor beta	MODULATOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a9b01bc6-95ac-46f9-befa-d845a74d53c1#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a9b01bc6-95ac-46f9-befa-d845a74d53c1#nlm34090-1|Name:PubMed, SrcID:14755680, URL:http://europepmc.org/abstract/MED/14755680|Name:Wikipedia, SrcID:Estrogen_receptor, URL:http://en.wikipedia.org/wiki/Estrogen_receptor	C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(=O)(O)O
CHEMBL1201056	Sulfacytine	Small molecule	1975			sulfa-	Dihydropteroate synthetase inhibitor			CHEMBL2013	Dihydropteroate synthetase	INHIBITOR	Plasmodium falciparum	SINGLE PROTEIN			Name:Wikipedia, SrcID:Sulfacytine, URL:http://en.wikipedia.org/wiki/Sulfacytine|Name:PubMed, SrcID:1195474, URL:http://europepmc.org/abstract/MED/1195474	CCN1C=CC(=NC1=O)NS(=O)(=O)c2ccc(N)cc2
CHEMBL1201109	Desonide	Small molecule	1972	D07AB08; S01BA11	D07AB08 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, moderately potent (group II)]; S01BA11 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS: Corticosteroids, plain]	-onide	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17038445, URL:http://europepmc.org/abstract/MED/17038445|Name:PubMed, SrcID:20371666, URL:http://europepmc.org/abstract/MED/20371666|Name:PubMed, SrcID:20427668, URL:http://europepmc.org/abstract/MED/20427668	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
